Mã khách hàng,Lãi suất khoản vay (%),Tỷ lệ khoản vay trên thu nhập,Tỷ lệ tổng nợ trên thu nhập,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Số tiền vay đề nghị (VND),Mục đích khoản vay,"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)",predicted,prob_vỡ_nợ,correct
CUST_31477,15.99,0.3571428571428571,0.6294935438581173,2555105980.0,3,1,912537850.0,1,0,1,0.8636097005614448,0
CUST_30417,6.91,0.3761467889908257,0.5803063636822965,1420951795.0,3,1,534486454.9999999,4,0,1,0.7583153886821501,0
CUST_06275,13.22,0.1923076923076923,0.4251533008253802,813462312.0,2,1,156435060.0,2,0,1,0.5015465760610859,0
CUST_20940,10.99,0.449438202247191,0.6956051273241226,1160226695.0,1,1,521450199.9999999,2,0,1,0.7862318572807925,0
CUST_05802,10.99,0.1923076923076923,0.3872907976067934,1220193468.0,1,0,234652590.0,4,0,1,0.5023198548435261,0
CUST_05048,16.77,0.1944444444444444,0.2671589224916071,1126332432.0,3,1,219009084.0,0,0,1,0.5047500896463627,0
CUST_06820,11.48,0.4,0.4567422635318919,1303625500.0,3,1,521450199.9999999,2,0,1,0.7656446678807156,0
CUST_30008,13.11,0.3434065934065934,0.6397543113303791,1138847236.8,3,1,391087650.0,0,0,1,0.6802196249620213,0
CUST_30259,6.17,0.4,0.6321289619603119,1303625500.0,3,1,521450199.9999999,2,0,1,0.7656446678807154,0
CUST_32064,8.88,0.34375,0.5433340735966281,1042900400.0,1,1,358497012.5,5,0,1,0.6665771813890489,0
CUST_01734,9.88,0.5034722222222222,0.5660542045552738,750888288.0,3,1,378051395.0,0,0,1,0.734738669785185,0
CUST_08433,6.91,0.3664045796261811,0.4949490092883568,1512101289.96,3,1,554040837.5,4,0,1,0.7600478658667735,0
