Mã khách hàng,Tuổi khách hàng,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Thâm niên làm việc (năm),Mục đích khoản vay,Hạng tín dụng khoản vay,Số tiền vay đề nghị (VND),Lãi suất khoản vay (%),"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)",Tỷ lệ thu nhập dành cho trả nợ,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Thời gian lịch sử tín dụng (năm),Giới tính,Tình trạng hôn nhân,Trình độ học vấn,Quốc gia cư trú,Tỉnh/Bang cư trú,Thành phố cư trú,Vĩ độ thành phố,Kinh độ thành phố,Loại hình việc làm,Thời hạn khoản vay (tháng),Tỷ lệ khoản vay trên thu nhập,Khoản nợ khác (VND),Tỷ lệ tổng nợ trên thu nhập,Số tài khoản tín dụng đang mở,Tỷ lệ sử dụng tín dụng,Số lần quá hạn trong quá khứ
CUST_15071,24,3128701200.0,3,0,3,0,417160160.0,9.63,0,0.13,1,2,0,3,0,1,1,7,34.0522,-118.2437,0,24,0.1333333333333333,455067199.5357442,0.2787825694367184,5,0.7540264231525978,0
CUST_19927,29,750888288.0,2,4,3,0,280279482.5,7.51,1,0.37,1,10,0,3,0,1,3,10,40.7128,-74.006,2,60,0.3732638888888889,156101883.8333617,0.5811535128556455,13,0.936796397678801,0
CUST_16814,25,1877220720.0,3,7,5,1,651812750.0,11.89,0,0.35,1,2,1,3,3,0,0,17,48.4284,-123.3656,2,36,0.3472222222222222,214437576.774002,0.4614536359762756,6,0.6071232891729165,1
CUST_14717,25,2933157375.0,3,6,0,1,469305180.0,11.14,0,0.16,1,3,1,2,3,0,5,9,45.5017,-73.5673,3,36,0.16,615667424.9952621,0.3698992131287405,6,0.1410417807861716,0
CUST_13657,23,2476888450.0,3,6,2,2,521450199.9999999,14.17,0,0.21,0,4,1,2,2,0,4,11,45.4215,-75.6972,2,60,0.2105263157894736,677620583.4881924,0.4841036678451113,4,0.5938946926061298,0
CUST_20210,30,1095045420.0,2,1,3,0,104290040.0,7.88,0,0.1,1,6,1,1,0,1,7,5,29.7604,-95.3698,2,60,0.0952380952380952,287038099.7745163,0.3573624733981501,9,0.1826566900933806,2
CUST_02551,21,782175300.0,2,4,2,3,78217530.0,16.32,0,0.1,0,3,1,3,3,0,0,16,49.2827,-123.1207,0,36,0.1,68703319.89897078,0.1878362176598657,14,0.1723301193465665,0
CUST_20979,28,1308214261.76,2,3,5,1,130362550.0,10.59,0,0.1,1,9,0,3,3,1,3,10,40.7128,-74.006,0,36,0.0996492346938775,82693377.46430443,0.1628601167959067,14,0.5735901864838374,0
CUST_11025,22,1440506177.5,3,2,5,3,192936574.0,14.84,1,0.11,1,2,1,2,0,2,6,3,55.9533,-3.1883,3,36,0.1339366515837104,372312096.7208716,0.3923958671956973,11,0.7726722735628955,0
CUST_06981,26,3650151400.0,2,2,3,1,156435060.0,11.36,0,0.04,1,4,1,2,1,2,8,14,51.6214,-3.9436,2,36,0.0428571428571428,806033970.0886871,0.2636792079607128,11,0.2630689522515819,1
CUST_16666,25,2841903590.0,3,5,0,1,391087650.0,10.25,0,0.14,1,2,0,3,3,1,1,7,34.0522,-118.2437,2,36,0.1376146788990825,424681342.096666,0.2870501993688906,11,0.564388586366952,0
CUST_07731,24,844749324.0,2,1,5,2,182507570.0,13.98,0,0.22,0,2,0,3,3,2,2,6,51.5074,-0.1278,2,24,0.2160493827160493,90486853.3534489,0.3231661933279616,7,0.3910252531510004,0
CUST_17094,26,1225407970.0,2,7,0,0,391087650.0,7.9,1,0.32,1,3,1,1,1,0,4,15,43.6532,-79.3832,2,24,0.3191489361702128,295701566.177218,0.5604576051331036,7,0.6846333008441199,1
CUST_17242,25,1303625500.0,3,9,4,0,166864064.0,8.32,0,0.13,1,4,0,1,1,1,1,13,37.7749,-122.4194,2,24,0.128,144151437.3039276,0.2385773378197401,15,0.1647879430453716,0
CUST_03407,22,938610360.0,3,2,3,0,260725100.0,8.32,0,0.28,1,3,0,2,1,0,0,17,48.4284,-123.3656,2,24,0.2777777777777778,181465523.0735126,0.4711120204059036,14,0.4403141621952898,0
CUST_00175,23,5214502000.0,3,7,2,0,730030280.0,10.99,0,0.14,1,2,1,3,3,2,6,3,55.9533,-3.1883,2,60,0.14,1451654672.938977,0.4183879789362392,11,0.5922682622552712,0
CUST_06794,23,1303625500.0,1,3,4,0,130362550.0,8.94,0,0.1,1,3,1,3,3,1,3,10,40.7128,-74.006,2,24,0.1,90991756.685489,0.1697990003152661,3,0.5084750922988714,0
CUST_24910,28,2033655780.0,3,12,1,1,338942630.0,10.99,0,0.17,1,9,1,3,3,2,6,3,55.9533,-3.1883,2,36,0.1666666666666666,155179177.1202101,0.2429721942029983,15,0.7269176913467593,0
CUST_07953,25,1355770520.0,2,1,3,2,182507570.0,12.53,0,0.13,1,3,0,3,0,0,0,16,49.2827,-123.1207,2,60,0.1346153846153846,158318858.8392069,0.2513894673260832,9,0.7704356464332806,0
CUST_17901,34,7430665350.0,2,5,2,1,547522710.0,11.71,0,0.07,1,10,0,3,3,0,4,11,45.4215,-75.6972,2,12,0.0736842105263157,1256078455.037631,0.2427240469169602,7,0.4157313010512056,1
CUST_28036,29,1772722099.92,3,0,4,0,52145020.0,7.43,0,0.03,1,7,1,1,0,2,2,6,51.5074,-0.1278,2,36,0.0294152253206259,177017079.6282949,0.1292713052083215,10,0.6222748303163615,0
CUST_26559,31,1042900400.0,2,2,3,2,380658646.0,10.99,1,0.36,0,5,0,1,1,1,3,10,40.7128,-74.006,2,36,0.365,157687053.7020935,0.516200492110362,14,0.2031194254358347,0
CUST_13323,22,2346525900.0,1,6,4,0,182507570.0,7.14,0,0.08,1,4,1,1,3,0,4,15,43.6532,-79.3832,2,60,0.0777777777777777,526511897.1470815,0.3021571026116019,13,0.3825532856976021,1
CUST_31475,39,2555105980.0,3,22,5,2,208580080.0,13.49,0,0.08,0,16,0,3,0,2,6,4,55.8642,-4.2518,2,12,0.0816326530612244,490678270.2432591,0.2736709771401572,8,0.777400769215707,1
CUST_20806,28,1121117930.0,3,12,1,2,312870120.0,13.48,0,0.28,1,6,0,2,1,0,0,16,49.2827,-123.1207,2,36,0.2790697674418604,175682857.9934446,0.4357730484191299,9,0.8719689211971832,0
CUST_28521,30,3128701200.0,3,14,4,3,195543825.0,15.65,0,0.06,1,8,0,3,0,2,8,1,51.4816,-3.1791,2,24,0.0625,926918754.860811,0.358763112265502,12,0.642936850119551,0
CUST_27411,28,3650151400.0,1,12,4,3,469305180.0,16.29,0,0.13,1,7,1,3,0,1,3,0,42.8864,-78.8784,2,60,0.1285714285714285,463969888.2239901,0.2556811939975942,6,0.3544221581413544,0
CUST_15184,24,3259063750.0,3,2,0,0,391087650.0,7.66,0,0.12,1,3,0,1,1,0,5,12,46.8139,-71.208,2,24,0.12,549627234.5163857,0.2886457451212439,9,0.6807493282897723,0
CUST_22703,28,1433988050.0,2,7,3,2,195543825.0,12.84,0,0.14,0,6,0,1,0,0,4,15,43.6532,-79.3832,0,36,0.1363636363636363,422128891.3097479,0.4307377012728577,10,0.5179684305445797,0
CUST_32349,53,688314264.0,2,3,3,0,65181274.99999999,10.99,0,0.09,1,28,1,3,0,1,1,13,37.7749,-122.4194,2,36,0.0946969696969697,157667550.7894734,0.323760290095446,4,0.089545021286482,2
CUST_05934,23,782175300.0,2,3,4,1,146006056.0,10.99,0,0.19,1,4,1,3,1,1,7,5,29.7604,-95.3698,2,12,0.1866666666666666,132537754.5193044,0.3561143013839793,13,0.4489968803825553,0
CUST_05412,25,1173262950.0,3,9,3,1,104290040.0,9.25,0,0.09,1,3,0,1,3,0,5,9,45.5017,-73.5673,2,36,0.0888888888888888,116991081.5108864,0.1886031784357347,1,0.4501144883421265,0
CUST_00027,21,286797610.0,3,3,4,4,119281733.25,17.74,1,0.42,0,3,1,3,0,0,4,15,43.6532,-79.3832,2,36,0.4159090909090909,55514029.69243846,0.6094742663386855,14,0.8146596455893729,0
CUST_02701,25,1303625500.0,2,3,0,3,312870120.0,16.77,0,0.24,1,3,0,0,0,2,6,3,55.9533,-3.1883,2,24,0.24,333147805.2245471,0.495554839349604,13,0.232840042354207,1
CUST_01681,22,750888288.0,1,6,2,0,231393526.25,8.9,0,0.31,1,3,1,1,3,0,5,9,45.5017,-73.5673,3,24,0.3081597222222222,148195144.2939447,0.5055194981865861,6,0.5506276651222972,2
CUST_21405,27,1251480480.0,1,3,4,1,625740240.0,9.91,0,0.5,1,9,1,3,3,1,1,13,37.7749,-122.4194,1,24,0.5,341135754.1692873,0.7725857571260618,6,0.9057367476442147,0
CUST_05040,21,1220193468.0,2,2,0,0,130362550.0,9.32,0,0.11,1,3,0,2,0,2,2,6,51.5074,-0.1278,3,24,0.1068376068376068,91319324.95753735,0.1816776443828146,8,0.5284918446134036,1
CUST_08505,25,1277552990.0,2,2,5,0,202061952.5,9.63,0,0.16,1,4,0,2,1,1,3,0,42.8864,-78.8784,3,60,0.1581632653061224,286999384.449728,0.3828109994480369,8,0.6607755004190987,1
CUST_17806,24,3128701200.0,1,8,2,0,137532490.25,5.42,0,0.04,1,4,0,3,1,1,3,0,42.8864,-78.8784,0,24,0.0439583333333333,923718434.7958003,0.3391985546736775,2,0.7534482851175042,2
CUST_15922,23,782175300.0,2,6,4,1,514932072.4999999,11.14,1,0.66,1,4,1,3,3,0,4,11,45.4215,-75.6972,3,36,0.6583333333333333,228035095.0305261,0.9498729601030946,5,0.4298838824171354,1
CUST_02715,25,1303625500.0,2,5,0,0,312870120.0,7.88,0,0.24,1,2,0,3,3,2,8,1,51.4816,-3.1791,2,60,0.24,182251937.0972419,0.3798039061810634,3,0.9365486406392406,1
CUST_16795,22,782175300.0,2,0,0,1,130362550.0,11.49,0,0.17,1,4,1,3,2,2,8,14,51.6214,-3.9436,2,24,0.1666666666666666,76066920.78766926,0.2639171433662879,5,0.7091754819027517,3
CUST_02771,21,887925400.56,1,6,0,1,39108765.0,10.65,0,0.04,1,3,0,3,1,2,2,8,53.4808,-2.2426,0,24,0.044045102184637,100156376.7026542,0.1568432906805255,4,0.1787355672956782,2
CUST_13032,26,2294380880.0,2,10,0,1,312870120.0,12.42,0,0.14,1,2,1,2,3,1,7,5,29.7604,-95.3698,0,36,0.1363636363636363,227609744.5313066,0.2355667575696091,2,0.2966889829772323,0
CUST_09281,24,651812750.0,2,2,3,0,130362550.0,8.94,1,0.2,1,2,0,1,1,0,0,17,48.4284,-123.3656,2,24,0.2,90059497.30122633,0.3381677441891499,2,0.0517836805230082,1
CUST_28410,34,2538315283.56,2,12,1,2,521450199.9999999,13.22,0,0.21,0,7,1,3,1,0,4,15,43.6532,-79.3832,2,24,0.2054316118164263,157920333.3234981,0.2676462367475003,13,0.91576596003753,0
CUST_29560,39,5240574510.0,2,6,4,1,351978885.0,11.49,0,0.07,1,14,1,3,0,2,2,6,51.5074,-0.1278,2,60,0.0671641791044776,1390974184.781053,0.3325881668994823,3,0.1016273757709154,0
CUST_02561,24,807204909.5999999,2,5,5,3,78217530.0,15.62,0,0.1,1,4,1,3,3,0,4,15,43.6532,-79.3832,2,36,0.0968992248062015,133710349.3930165,0.2625453300303075,4,0.6338945395580781,0
CUST_02154,25,1564350600.0,2,6,4,1,62574023.99999999,11.49,0,0.04,1,3,1,1,0,2,8,1,51.4816,-3.1791,2,36,0.04,259401103.9153326,0.2058203115819002,1,0.8668311491327635,0
CUST_07380,24,2476888450.0,2,8,0,0,169471315.0,8.49,0,0.07,1,2,0,1,0,0,5,12,46.8139,-71.208,3,24,0.0684210526315789,140944602.4255373,0.125324948495576,6,0.8281029625227025,1
CUST_21485,29,1251480480.0,3,3,4,0,84735657.5,6.76,0,0.07,1,7,0,0,3,0,0,16,49.2827,-123.1207,2,60,0.0677083333333333,123167444.8596038,0.1661257252367242,10,0.2206576206168863,0
CUST_19564,27,1470489564.0,2,9,2,1,78217530.0,11.83,0,0.05,1,9,0,3,3,1,7,5,29.7604,-95.3698,2,24,0.0531914893617021,77544281.49721988,0.1059251390220814,7,0.5926131260698378,0
CUST_26886,31,3024515450.04,3,13,5,0,176641255.25,8.59,0,0.06,1,10,0,0,3,1,3,10,40.7128,-74.006,3,36,0.0584031585117754,761555311.1366142,0.3101973132172977,11,0.7767528287941606,0
CUST_09131,26,1460060560.0,2,1,0,0,132969801.0,8.0,0,0.09,1,4,1,1,1,0,0,17,48.4284,-123.3656,3,36,0.0910714285714285,279772079.8512305,0.2826881926399208,10,0.5397213894685069,1
CUST_28236,27,4432326700.0,2,3,1,1,314825558.25,12.42,0,0.07,1,10,0,3,0,0,0,16,49.2827,-123.1207,0,24,0.0710294117647058,1261636830.031362,0.3556737792548916,2,0.1476563121989838,0
CUST_25961,28,1407915540.0,2,5,3,1,331120877.0,11.71,1,0.24,1,7,1,3,3,0,4,11,45.4215,-75.6972,2,36,0.2351851851851852,326834789.8224142,0.4673260917500875,15,0.8752219172118908,0
CUST_14082,24,2294380880.0,2,0,1,1,365015140.0,9.99,0,0.16,1,3,0,1,1,1,7,2,32.7767,-96.797,3,36,0.1590909090909091,240902481.7999802,0.2640876356152254,15,0.5211991797414642,1
CUST_31165,40,1042900400.0,1,12,1,1,358497012.5,8.88,0,0.34,1,16,0,1,3,0,5,12,46.8139,-71.208,0,60,0.34375,195420265.4829962,0.5311315231857197,1,0.6641619522929219,0
CUST_19186,31,782175300.0,3,15,3,3,292663924.75,13.62,1,0.37,0,6,0,3,3,2,8,1,51.4816,-3.1791,0,12,0.3741666666666666,49319167.70253692,0.4372205213492895,12,0.772335924651203,0
CUST_04117,25,312870120.0,2,3,3,2,113415418.5,12.98,1,0.36,0,4,1,3,3,1,1,7,34.0522,-118.2437,2,12,0.3625,17670201.85156832,0.4189777545761426,9,0.660536328948703,0
CUST_18900,31,338838339.96,2,4,5,0,45626892.5,6.76,0,0.13,1,10,1,3,3,2,8,14,51.6214,-3.9436,2,60,0.1346568174823022,61974576.83016804,0.3175598999300682,10,0.3516342955818662,0
CUST_17870,33,9125378500.0,3,0,4,2,260725100.0,14.65,0,0.03,0,10,0,1,3,0,5,9,45.5017,-73.5673,0,24,0.0285714285714285,1414873021.742541,0.1836195749844832,12,0.8409254535432353,1
CUST_13334,26,1303625500.0,2,1,5,2,73003028.0,13.61,0,0.06,0,3,1,3,3,1,7,2,32.7767,-96.797,0,60,0.056,356133068.2905335,0.3291866385634013,5,0.3185437880950786,0
CUST_16098,26,2737613550.0,2,1,3,1,315477371.0,10.99,0,0.12,1,3,0,3,0,2,2,8,53.4808,-2.2426,2,36,0.1152380952380952,176878295.9474483,0.1798484913794528,3,0.921519881680368,0
CUST_26592,29,2789758570.0,3,3,0,1,651812750.0,10.99,0,0.23,1,5,0,1,0,2,2,8,53.4808,-2.2426,0,60,0.2336448598130841,616009795.214186,0.4544560087915371,6,0.2796686574243763,0
CUST_06597,22,1303625500.0,2,3,3,2,156435060.0,13.49,0,0.12,0,2,0,1,0,0,0,16,49.2827,-123.1207,2,36,0.12,96676273.42235392,0.1941595446102841,11,0.0572863505628536,0
CUST_29120,36,31287012000.0,1,16,5,0,260725100.0,6.54,0,0.01,1,11,0,2,3,0,4,11,45.4215,-75.6972,3,24,0.0083333333333333,8523178242.222379,0.2807523883144347,10,0.2201688055309449,0
CUST_01166,22,1303625500.0,2,1,5,1,438018168.0,12.53,1,0.34,1,3,1,1,0,1,3,10,40.7128,-74.006,2,24,0.336,236877374.486955,0.5177066132006125,7,0.2282916396319279,0
CUST_16572,23,625740240.0,2,1,4,1,366970578.25,10.99,1,0.59,1,4,1,3,0,2,6,3,55.9533,-3.1883,2,36,0.5864583333333333,31383114.31328702,0.6366119151347642,14,0.3566632024589055,0
CUST_29859,39,1042900400.0,1,4,4,1,26072510.0,10.37,0,0.03,1,16,1,1,3,0,4,15,43.6532,-79.3832,2,60,0.025,67061351.34963994,0.0893027381614197,11,0.3038871793116296,0
CUST_23900,29,1590423110.0,3,9,1,1,391087650.0,9.88,1,0.25,1,9,0,1,1,0,0,16,49.2827,-123.1207,1,60,0.2459016393442623,397104346.9221914,0.4955863580995069,12,0.3453400649735123,0
CUST_28621,31,2216163350.0,2,5,4,2,417160160.0,11.34,0,0.19,1,6,0,0,2,1,3,0,42.8864,-78.8784,2,36,0.188235294117647,529602049.1290537,0.427207772896819,14,0.4725936690753052,0
CUST_04558,23,2502960960.0,2,7,0,1,260725100.0,10.65,0,0.1,1,3,0,0,3,0,4,11,45.4215,-75.6972,0,36,0.1041666666666666,644696297.938349,0.3617401199650948,12,0.0536076396104977,0
CUST_23265,30,1579994106.0,3,1,2,0,78217530.0,7.12,0,0.05,1,6,0,3,0,2,6,4,55.8642,-4.2518,2,12,0.0495049504950495,324712165.9450267,0.255019746222412,1,0.3963291182252004,0
CUST_04377,24,680101423.3499999,2,2,2,2,125148048.0,13.35,0,0.18,0,3,1,2,1,2,6,4,55.8642,-4.2518,2,60,0.1840138010350776,136062840.3851691,0.3840763736363222,7,0.2628508711708534,1
CUST_11669,24,1955438250.0,3,8,2,0,130362550.0,6.76,0,0.07,1,4,0,3,2,2,2,6,51.5074,-0.1278,0,12,0.0666666666666666,278563376.8165895,0.2091223933134117,15,0.8510430882912424,0
CUST_28081,35,800947507.1999999,3,4,1,0,156435060.0,7.49,0,0.2,1,6,1,3,1,1,1,7,34.0522,-118.2437,2,36,0.1953125,138555426.9860573,0.3683018978575795,13,0.0646924812748706,0
CUST_21601,32,1277552990.0,3,9,3,0,215750020.25,10.99,0,0.17,1,6,1,3,0,1,1,7,34.0522,-118.2437,2,60,0.1688775510204081,182833983.1302938,0.3119901925792477,15,0.8427870456738854,2
CUST_26765,30,2920121120.0,3,4,0,3,208580080.0,16.02,0,0.07,0,10,0,1,0,1,1,7,34.0522,-118.2437,0,12,0.0714285714285714,537766463.2971094,0.255587529635452,8,0.217156057000685,1
CUST_27140,30,563166216.0,2,2,3,2,39108765.0,14.72,0,0.07,0,8,1,3,3,1,3,0,42.8864,-78.8784,0,60,0.0694444444444444,79573530.73061511,0.2107411495199049,5,0.211693449071005,2
CUST_28941,34,1409792760.72,3,12,5,1,182507570.0,11.89,0,0.13,1,9,1,3,0,2,2,6,51.5074,-0.1278,3,36,0.1294570202692706,74135943.81762873,0.1820434328848145,1,0.7514920738339551,2
CUST_12764,26,2216163350.0,3,10,3,2,121237171.5,13.49,0,0.05,0,3,0,1,2,1,1,13,37.7749,-122.4194,0,36,0.0547058823529411,194730738.5524477,0.1425742872484773,12,0.7523890938907853,0
CUST_04332,26,366058040.4,2,1,3,1,123844422.5,10.25,1,0.34,1,2,0,1,1,0,5,9,45.5017,-73.5673,2,36,0.3383190883190883,19861672.88806694,0.3925773498405772,14,0.553664755696933,0
CUST_12986,25,2248597552.44,3,4,2,1,208580080.0,11.71,0,0.09,1,4,1,1,3,1,7,5,29.7604,-95.3698,2,36,0.0927600760632623,281724893.5519018,0.2180492338523901,6,0.7986562694756,0
CUST_11164,23,1303625500.0,2,7,5,0,260725100.0,10.99,0,0.2,1,2,0,1,3,1,7,2,32.7767,-96.797,2,36,0.2,255077972.7691653,0.3956681368760931,3,0.7130689553903505,2
CUST_01781,23,756207080.04,3,2,5,1,156435060.0,11.99,0,0.21,1,2,0,1,0,0,5,12,46.8139,-71.208,2,36,0.2068680182043856,44042738.65892564,0.2651096557418125,12,0.1522104824943092,0
CUST_07719,25,808247810.0,2,9,2,0,182507570.0,7.51,0,0.23,1,4,0,3,1,1,7,5,29.7604,-95.3698,0,24,0.2258064516129032,118802810.1048099,0.3727945518402455,13,0.8903845238571254,0
CUST_20224,33,1251480480.0,2,0,5,2,104290040.0,14.65,0,0.08,1,5,1,3,0,1,1,13,37.7749,-122.4194,3,12,0.0833333333333333,137980197.3369046,0.19358690863233,14,0.8450938398476644,0
CUST_05477,24,1173262950.0,3,8,1,0,109504542.0,7.14,0,0.09,1,2,1,3,0,2,8,14,51.6214,-3.9436,2,36,0.0933333333333333,264133479.1466004,0.3184605984077144,4,0.2813505150836052,0
CUST_04414,24,876036336.0,2,0,5,1,125148048.0,11.86,0,0.14,1,2,1,3,2,0,0,17,48.4284,-123.3656,2,24,0.1428571428571428,155737105.5959385,0.3206318528732105,10,0.8497289022489406,1
CUST_05583,23,1955438250.0,2,4,4,1,130362550.0,10.99,0,0.07,1,3,0,3,3,1,7,5,29.7604,-95.3698,2,60,0.0666666666666666,211805767.5520645,0.1749829316021942,4,0.160899841940299,1
CUST_18792,35,1981510760.0,2,2,4,2,26072510.0,13.49,0,0.01,1,8,0,3,1,1,1,7,34.0522,-118.2437,2,60,0.0131578947368421,229336874.9082934,0.1288962896715703,14,0.4144657001896702,2
CUST_29258,39,1435526328.09,2,16,3,1,625740240.0,12.53,1,0.44,1,15,0,2,1,2,2,8,53.4808,-2.2426,1,24,0.4358960387947475,83990095.18383971,0.4944042622528226,10,0.8815187942649988,0
CUST_11468,23,1173262950.0,2,7,4,3,104290040.0,16.32,0,0.09,0,2,0,0,3,0,0,16,49.2827,-123.1207,2,36,0.0888888888888888,212302792.079784,0.2698396229760635,6,0.5262506273912009,0
CUST_00029,24,1694713150.0,2,6,1,1,847356575.0,9.99,1,0.5,1,3,1,3,3,2,6,3,55.9533,-3.1883,2,24,0.5,182084787.9651794,0.6074428365444497,14,0.9469747494821268,0
CUST_05273,25,1173262950.0,3,9,2,0,130362550.0,10.99,0,0.11,1,3,0,1,1,0,5,12,46.8139,-71.208,2,60,0.1111111111111111,149481402.4627075,0.2385176762487109,15,0.8281790158303505,0
CUST_26295,32,1988133177.54,2,3,1,1,365015140.0,10.38,0,0.18,1,5,1,1,3,0,0,17,48.4284,-123.3656,2,12,0.183596926062895,290395090.8969945,0.3296611305023142,13,0.8365993673765637,0
CUST_03478,26,938610360.0,2,7,4,4,280279482.5,16.0,0,0.3,0,4,0,3,3,1,7,5,29.7604,-95.3698,2,24,0.2986111111111111,272672497.4479951,0.5891177036954879,2,0.9330236280660528,0
CUST_04047,23,1590423110.0,2,2,3,3,104290040.0,16.0,1,0.07,0,4,0,3,1,2,2,8,53.4808,-2.2426,2,36,0.0655737704918032,334739508.9339621,0.2760457554807299,14,0.4253222026569286,1
CUST_26440,33,2659396020.0,3,6,2,2,226830837.0,12.99,0,0.09,0,9,0,3,3,2,8,14,51.6214,-3.9436,2,36,0.0852941176470588,593576102.0864488,0.3084937079384096,10,0.6275735773637378,0
CUST_29903,39,1668640640.0,2,9,3,2,125148048.0,12.73,0,0.07,1,16,1,3,1,1,1,13,37.7749,-122.4194,3,24,0.075,175092989.3143819,0.1799315143818994,11,0.7762667527948957,0
CUST_01374,25,912537850.0,2,9,4,1,26072510.0,11.99,0,0.03,1,3,0,1,0,0,5,12,46.8139,-71.208,2,60,0.0285714285714285,240719529.7696797,0.2923627110587026,7,0.6873332511432763,0
CUST_06369,25,782175300.0,2,9,2,3,156435060.0,14.74,1,0.2,0,4,0,3,3,0,5,12,46.8139,-71.208,3,36,0.2,163089485.3454513,0.4085075881908458,5,0.0650530852531495,0
CUST_24996,27,910660629.28,2,1,1,4,299833865.0,16.0,1,0.33,1,5,1,1,0,1,7,5,29.7604,-95.3698,0,60,0.3292487402656894,182305507.8460137,0.5294391317072857,7,0.2724897432068914,0
CUST_03041,26,912537850.0,3,1,0,1,156435060.0,12.21,0,0.17,1,4,1,3,0,2,2,6,51.5074,-0.1278,2,12,0.1714285714285714,198069326.7552229,0.38848184407389,10,0.1349017644582563,0
CUST_18821,32,5084139450.0,2,4,3,2,32590637.5,13.23,0,0.01,1,7,1,3,0,2,8,1,51.4816,-3.1791,3,60,0.0064102564102564,354546894.2872777,0.0761461276966503,6,0.0747909357742651,1
CUST_14632,25,1278309092.79,2,8,5,1,52145020.0,11.99,0,0.04,1,2,0,1,1,2,6,4,55.8642,-4.2518,3,60,0.0407921842175039,304671303.1157451,0.2791314910676009,6,0.669294771675498,0
CUST_27863,31,8473565749.999999,3,4,5,0,260725100.0,5.99,0,0.03,1,7,1,1,0,2,2,8,53.4808,-2.2426,2,36,0.0307692307692307,1847179344.561495,0.2487623872584567,8,0.8482459866110986,0
CUST_10833,23,1825075700.0,3,0,3,0,91905597.75,6.91,0,0.05,1,3,0,3,0,0,5,9,45.5017,-73.5673,0,36,0.0503571428571428,434960016.2382808,0.2886815127658983,6,0.9161117255343104,0
CUST_10977,25,964578579.9599999,2,4,5,1,109504542.0,11.11,0,0.11,1,3,1,3,0,0,4,15,43.6532,-79.3832,1,60,0.1135257865715212,166918724.6146885,0.2865741292183281,5,0.3242806189960135,1
CUST_25562,32,2242340150.04,3,16,3,0,208580080.0,5.79,0,0.09,1,5,1,0,3,0,0,16,49.2827,-123.1207,2,12,0.0930189293521231,418484530.0330906,0.2796474076521819,14,0.0675136942921822,1
CUST_29018,35,1303625500.0,2,4,0,1,182507570.0,11.49,0,0.14,1,9,1,3,1,1,3,0,42.8864,-78.8784,0,24,0.14,253282973.6349051,0.3342912083530931,8,0.1831181816764838,0
CUST_06543,25,1225407970.0,2,6,4,1,156435060.0,11.71,0,0.13,1,2,1,3,1,2,6,4,55.8642,-4.2518,0,12,0.1276595744680851,275762962.1848631,0.3526972508468856,7,0.5070336792998325,0
CUST_14878,23,3076556180.0,3,4,0,2,312870120.0,13.11,0,0.1,1,3,0,3,0,1,1,7,34.0522,-118.2437,2,60,0.1016949152542373,771016791.022717,0.3523052554895055,3,0.3851006274875077,0
CUST_10244,24,1720785660.0,3,7,4,2,292012112.0,13.99,0,0.17,1,2,1,3,3,1,3,0,42.8864,-78.8784,2,36,0.1696969696969697,312887296.2718627,0.3515251331603161,3,0.0527421732336965,0
CUST_30821,38,1042900400.0,2,0,0,1,250296096.0,11.11,0,0.24,1,11,1,3,3,2,6,3,55.9533,-3.1883,2,24,0.24,96185085.69311416,0.3322284483667991,9,0.4188496802833693,1
CUST_05037,22,1121117930.0,3,2,3,2,221616335.0,12.09,0,0.2,0,4,1,1,3,0,5,12,46.8139,-71.208,2,12,0.1976744186046511,137722715.5646267,0.3205185118791444,5,0.902392232274745,0
CUST_23271,28,677885260.0,2,9,5,1,130362550.0,11.71,0,0.19,1,7,0,1,3,1,1,7,34.0522,-118.2437,2,36,0.1923076923076923,167155264.4313758,0.4388911103206107,4,0.3332168912720705,1
CUST_02878,23,912537850.0,3,0,4,1,312870120.0,12.42,0,0.34,1,3,0,3,3,1,7,5,29.7604,-95.3698,2,12,0.3428571428571428,190712522.4823006,0.551848498648358,6,0.5005519901936077,0
CUST_02325,22,821284065.0,1,4,4,0,208580080.0,6.03,0,0.25,1,2,0,3,0,2,6,4,55.8642,-4.2518,2,36,0.2539682539682539,197220007.0205552,0.4941044205217292,12,0.4775122731323066,0
CUST_27207,29,3285136260.0,3,5,4,3,182507570.0,16.02,0,0.06,1,5,1,3,1,0,5,12,46.8139,-71.208,2,36,0.0555555555555555,622420678.6117051,0.245021266975302,4,0.2226515530459986,3
CUST_16960,22,813462312.0,2,6,2,1,312870120.0,10.39,1,0.38,1,2,1,3,0,2,2,6,51.5074,-0.1278,2,60,0.3846153846153846,161597818.0300899,0.5832697237854209,15,0.9491982558844688,0
CUST_13041,23,1662122512.5,3,2,5,2,391087650.0,12.87,1,0.2,1,4,1,2,0,1,3,0,42.8864,-78.8784,3,36,0.2352941176470588,356960381.924228,0.4500558931718506,5,0.2519116433108413,0
CUST_10481,23,782175300.0,2,3,0,1,260725100.0,11.14,1,0.33,1,2,1,3,3,0,5,9,45.5017,-73.5673,3,60,0.3333333333333333,84697340.11587377,0.4416176784358618,7,0.9242156729702538,0
CUST_09182,25,1564350600.0,0,3,3,1,130362550.0,11.14,0,0.08,1,3,1,1,0,0,0,17,48.4284,-123.3656,3,36,0.0833333333333333,396856715.3065583,0.3370211673179647,13,0.428465496092869,0
