Lãi suất khoản vay (%),Tỷ lệ khoản vay trên thu nhập,Tỷ lệ tổng nợ trên thu nhập,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Số tiền vay đề nghị (VND),Mục đích khoản vay,"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)"
14.26,0.3703703703703703,0.459079117959762,844749324.0,2,1,312870120.0,3,1
10.59,0.0869565217391304,0.2582060975109816,2998338650.0,3,1,260725100.0,2,0
6.03,0.1102430555555555,0.3479716439215561,750888288.0,2,1,82780219.25,2,0
12.92,0.3459314332920281,0.4943633209538005,504972373.6799999,2,0,174685817.0,1,1
17.74,0.1948051948051948,0.2854169819466959,2007583270.0,3,0,391087650.0,2,1
12.18,0.073170731707317,0.3406931618256909,1068972910.0,3,1,78217530.0,2,0
7.9,0.0932203389830508,0.198434464824136,1538278090.0,1,1,143398805.0,2,0
10.99,0.0454545454545454,0.3227342726030745,2867976100.0,3,1,130362550.0,5,0
6.99,0.0778508771929824,0.32391446019639,594453228.0,2,1,46278705.25,3,0
15.33,0.22,0.307129531867128,782175300.0,2,0,172078566.0,5,1
8.88,0.3,0.4301508073151411,1825075700.0,3,1,547522710.0,4,0
7.43,0.0714285714285714,0.2797731252696306,1825075700.0,3,1,130362550.0,2,0
12.98,0.3269230769230769,0.4647569952691153,1355770520.0,2,0,443232670.0,5,1
10.75,0.198019801980198,0.4012723784451706,2633323510.0,2,1,521450199.9999999,0,0
10.59,0.0567111795925355,0.1597901544386455,1218316247.28,2,1,69092151.5,0,0
7.68,0.0909090909090909,0.3741422033419019,1720785660.0,3,1,156435060.0,2,0
11.71,0.08,0.3117158632083199,782175300.0,3,1,62574023.99999999,2,0
13.79,0.1710346279339017,0.4417736580685781,990859670.04,3,0,169471315.0,3,0
11.58,0.086021505376344,0.1584843019573113,2667217773.0,3,1,229438088.0,2,0
16.45,0.1428571428571428,0.2054024575391599,1825075700.0,2,1,260725100.0,4,0
9.91,0.181547619047619,0.3142095084439253,438018168.0,2,1,79521155.5,2,1
6.62,0.1363636363636363,0.2819402655713228,2294380880.0,2,1,312870120.0,4,0
13.49,0.1285714285714285,0.3029319579143378,1825075700.0,2,0,234652590.0,4,0
9.99,0.115,0.2350435938878184,1564350600.0,3,1,179900319.0,0,0
5.99,0.119047619047619,0.2611986211145606,2190090840.0,2,1,260725100.0,3,0
13.72,0.059322033898305,0.2738911843306352,1538278090.0,3,1,91253785.0,5,1
10.99,0.150375939849624,0.3835360063809789,3467643830.0,3,0,521450199.9999999,3,1
16.77,0.225,0.4603985250159683,1042900400.0,2,0,234652590.0,5,0
15.33,0.125,0.2584094023346468,5214502000.0,2,0,651812750.0,4,0
6.62,0.1071428571428571,0.3265077174896295,1095045420.0,2,1,117326295.0,5,0
10.99,0.273,0.4328996653326951,1303625500.0,3,1,355889761.5,5,0
9.63,0.2829975096219153,0.381333338822544,1381947320.04,3,1,391087650.0,1,0
6.62,0.3111111111111111,0.4029848130949739,1173262950.0,3,1,365015140.0,2,0
10.99,0.0789473684210526,0.3340888176624415,1981510760.0,2,1,156435060.0,5,0
11.54,0.6666666666666666,0.9209444167600822,703957770.0,2,0,469305180.0,4,1
16.29,0.5,0.6895999939305331,1251480480.0,2,0,625740240.0,4,1
10.99,0.2375,0.3636396883800484,1042900400.0,2,1,247688845.0,4,0
11.71,0.25,0.4799728537475856,1564350600.0,2,1,391087650.0,2,0
14.26,0.1904761904761904,0.4024784090828953,1642568130.0,2,1,312870120.0,3,0
10.99,0.2352941176470588,0.3826235578209324,2216163350.0,2,1,521450199.9999999,1,0
5.42,0.0927988121752041,0.2833768359311073,702393419.4,2,1,65181274.99999999,2,0
9.99,0.0571428571428571,0.1856392468796096,2737613550.0,2,1,156435060.0,4,0
7.49,0.2083333333333333,0.483832799082501,750888288.0,3,1,156435060.0,5,0
6.17,0.2307692307692307,0.5124513532283195,1694713150.0,2,1,391087650.0,0,0
11.49,0.2666666666666666,0.4671132139470055,312870120.0,2,1,83432032.0,4,1
16.77,0.198079231692677,0.4206058034240468,2171840083.0,2,1,430196415.0,5,1
9.88,0.1363636363636363,0.253450496376951,688314264.0,3,1,93861036.0,3,0
9.99,0.0571428571428571,0.2925902448598738,2737613550.0,3,1,156435060.0,5,0
11.49,0.05,0.3233633192343597,1564350600.0,2,1,78217530.0,3,0
12.69,0.0347826086956521,0.254142879053693,2998338650.0,2,1,104290040.0,0,0
10.99,0.1825083953861877,0.4646939602936308,714282483.9599999,2,1,130362550.0,5,0
13.22,0.1041666666666666,0.1576067698346126,1877220720.0,2,1,195543825.0,2,0
10.74,0.3448275862068966,0.4073456481449201,756102790.0,2,1,260725100.0,4,1
7.51,0.2307692307692307,0.3734420355727104,1694713150.0,3,1,391087650.0,4,0
15.58,0.057630244352236,0.2931160569331212,2262050967.6,3,1,130362550.0,0,0
16.77,0.1229508196721311,0.2324627459326835,3180846220.0,3,0,391087650.0,4,0
10.99,0.2918571845510264,0.4171409676912175,1339996651.45,2,1,391087650.0,4,0
17.93,0.2407407407407407,0.4366859769288169,1407915540.0,2,0,338942630.0,1,0
10.99,0.1254705144291091,0.1847633112099489,2077979047.0,3,1,260725100.0,1,0
7.49,0.0583333333333333,0.3371889297966633,3128701200.0,3,1,182507570.0,0,0
6.03,0.1904761904761904,0.2660719900839977,2190090840.0,3,1,417160160.0,2,0
10.37,0.1904761904761904,0.3620184432103404,1642568130.0,2,1,312870120.0,5,0
7.66,0.25,0.3314628137793801,1095045420.0,3,1,273761355.0,2,1
11.58,0.46875,0.5309822487978547,834320320.0,3,1,391087650.0,3,0
16.77,0.1078431372549019,0.3141695947104639,1329698010.0,3,0,143398805.0,3,1
14.27,0.0888888888888888,0.2699815982630058,2346525900.0,2,1,208580080.0,2,0
7.88,0.0857142857142857,0.2853349380462477,3650151400.0,2,1,312870120.0,1,0
12.69,0.08,0.3550645353988672,1955438250.0,1,1,156435060.0,4,0
7.91,0.0892857142857142,0.2320552329683108,1460060560.0,2,1,130362550.0,0,0
13.92,0.1,0.2300228407365693,2085800800.0,3,1,208580080.0,4,0
14.27,0.1402805611222445,0.2453785271554855,1301018249.0,2,1,182507570.0,1,1
16.4,0.1840277777777778,0.2780463343358754,938610360.0,3,1,172730378.75,2,0
8.94,0.1773049645390071,0.3571500890579408,1323440607.6,2,1,234652590.0,3,0
19.13,0.3096938775510204,0.3665878623970675,1277552990.0,2,0,395650339.25,3,1
7.29,0.2604166666666667,0.5152373700650525,1001184384.0,3,1,260725100.0,3,0
12.87,0.0661417322834645,0.3633857150173605,3311208770.0,3,1,219009084.0,3,0
10.99,0.0545454545454545,0.2867032347189816,1433988050.0,2,1,78217530.0,3,0
8.9,0.15,0.2405501616460846,5214502000.0,3,1,782175300.0,5,0
10.99,0.0916666666666666,0.2132767976524733,1564350600.0,1,1,143398805.0,2,0
10.99,0.1238938053097345,0.3666300737807321,1473096815.0,2,1,182507570.0,5,1
15.23,0.2120339254280684,0.2700558749561307,651708459.9599999,2,0,138184303.0,0,0
5.79,0.1818181818181818,0.3538990890699554,1433988050.0,3,1,260725100.0,3,0
7.49,0.125,0.2316826410874888,938610360.0,2,1,117326295.0,4,0
13.35,0.2500625156289072,0.3889162167882293,417055869.96,2,0,104290040.0,2,1
13.57,0.0200008000320012,0.2344091230769679,2607146709.96,2,0,52145020.0,2,0
15.7,0.205761316872428,0.2619392945233238,1267123986.0,3,1,260725100.0,0,0
11.71,0.3125,0.4140573321454601,782175300.0,2,1,244429781.25,0,1
16.07,0.175,0.3908945455950625,1042900400.0,2,0,182507570.0,4,0
6.62,0.1354838709677419,0.3700360713249236,1616495620.0,3,1,219009084.0,3,0
13.85,0.32,0.5523673855016056,1303625500.0,1,1,417160160.0,1,0
7.49,0.0701754385964912,0.3240386398322988,1337519763.0,2,1,93861036.0,3,0
10.99,0.0685714285714285,0.1774775649663461,912537850.0,2,1,62574023.99999999,2,0
13.67,0.0712214217640367,0.3447990697565753,2544233743.33,3,1,181203944.5,5,1
9.38,0.1333333333333333,0.2962679842841711,2346525900.0,2,1,312870120.0,5,0
12.98,0.0434820419166884,0.220270715333936,1199231169.96,2,0,52145020.0,5,0
10.25,0.1,0.2032029401588921,1303625500.0,2,1,130362550.0,3,0
9.88,0.0872093023255814,0.2509740271691553,2690683032.0,3,1,234652590.0,2,0
11.49,0.1549470362857787,0.3410905022565829,925469814.96,3,1,143398805.0,3,0
13.48,0.16,0.2989461155143179,195543825.0,2,1,31287012.0,1,1
6.62,0.2040816326530612,0.4073745987354331,1277552990.0,2,1,260725100.0,1,1
10.99,0.1428653065889479,0.1944115682086407,1824971409.96,1,1,260725100.0,2,0
14.46,0.1612903225806451,0.4354857571299769,808247810.0,3,0,130362550.0,3,1
8.9,0.1063829787234042,0.2442463332231077,1225407970.0,2,1,130362550.0,4,0
7.88,0.1523809523809524,0.3888419109013438,1095045420.0,3,1,166864064.0,4,0
12.21,0.1366120218579235,0.2215685000951039,1526806185.6,3,1,208580080.0,5,0
10.62,0.2083333333333333,0.4486458748615647,1251480480.0,2,1,260725100.0,4,0
11.71,0.4,0.4736525957487126,625740240.0,2,1,250296096.0,0,1
12.69,0.1904761904761904,0.2768062784875173,1095045420.0,2,1,208580080.0,3,0
10.37,0.0895522388059701,0.2838893987581215,6987432680.0,3,1,625740240.0,0,0
12.68,0.25,0.4323100483026413,625740240.0,1,1,156435060.0,2,0
12.73,0.2717391304347826,0.3681207367274439,599667730.0,2,1,162953187.5,5,0
6.17,0.1066666666666666,0.3687340560530461,1955438250.0,1,1,208580080.0,4,0
7.9,0.2258771929824561,0.342179850924067,1486133070.0,3,1,335683566.25,2,0
10.99,0.0727272727272727,0.2131557799948289,1433988050.0,3,1,104290040.0,0,0
13.92,0.2241533898889578,0.4359323634899259,1512101289.96,2,0,338942630.0,3,0
8.9,0.0619051303876808,0.3131160102448005,1010805140.19,3,1,62574023.99999999,3,0
12.18,0.3333333333333333,0.4200283131209003,1564350600.0,3,1,521450199.9999999,2,0
9.63,0.2,0.4004562385838787,1955438250.0,3,1,391087650.0,3,0
10.0,0.3448275862068966,0.4675236030200906,756102790.0,2,1,260725100.0,3,1
6.99,0.0888888888888888,0.3079840096576544,1173262950.0,3,1,104290040.0,0,0
7.66,0.1621621621621621,0.3680109656385468,964682870.0,2,1,156435060.0,3,0
7.9,0.1282051282051282,0.2012583682331208,406731156.0,2,1,52145020.0,5,0
7.88,0.0551724137931034,0.2560390091237202,756102790.0,2,1,41716016.0,3,1
9.63,0.2175558077941733,0.356777935979048,895825371.0899999,2,1,194892012.25,2,0
10.99,0.1105263157894736,0.3120133887629336,1486133070.0,3,1,164256813.0,2,0
10.95,0.1112099644128113,0.2020115901161361,1172220049.6,3,1,130362550.0,3,1
7.66,0.4,0.4939227505331067,782175300.0,1,1,312870120.0,2,0
6.54,0.135593220338983,0.3508685656829349,1538278090.0,3,1,208580080.0,0,0
13.85,0.1666666666666666,0.3340905932545209,2346525900.0,2,0,391087650.0,5,0
10.65,0.25,0.3620973173543139,1042900400.0,2,1,260725100.0,3,0
18.3,0.2758620689655172,0.4557969397533092,756102790.0,2,1,208580080.0,4,1
12.53,0.0357163266472369,0.3051570915116568,1824971409.96,2,1,65181274.99999999,3,0
11.83,0.25,0.4825703624881111,1564350600.0,1,1,391087650.0,1,0
16.32,0.2,0.4373327634939977,651812750.0,1,0,130362550.0,4,0
10.99,0.078440366972477,0.2950097230692176,1420951795.0,3,1,111459980.25,0,0
15.23,0.1923076923076923,0.4439339645259596,813462312.0,2,1,156435060.0,3,0
8.49,0.19,0.3404384257356342,2607251000.0,3,1,495377689.9999999,0,0
19.66,0.2840909090909091,0.4828702818227491,2294380880.0,2,0,651812750.0,0,1
10.99,0.1074090782152907,0.2824239319796285,1213701413.01,3,1,130362550.0,4,0
11.86,0.2,0.3436185643160298,1303625500.0,3,1,260725100.0,4,0
15.27,0.0458333333333333,0.2884717862019614,1251480480.0,1,0,57359522.0,4,0
10.99,0.2285714285714285,0.4433837594156763,1460060560.0,2,1,333728128.0,2,0
10.99,0.1600961538461538,0.4341432981371946,1355770520.0,3,1,217053645.75,4,0
6.62,0.1176190476190476,0.1765729314661258,2737613550.0,3,1,321995498.5,4,0
11.99,0.2121951219512195,0.4296066967377335,2137945820.0,2,1,453661674.0,0,0
5.79,0.2857142857142857,0.5721636991652748,912537850.0,2,1,260725100.0,2,0
16.32,0.0462962962962962,0.2196019553812422,1407915540.0,2,0,65181274.99999999,2,0
11.26,0.0407542248546432,0.2096296630584647,5757748818.36,3,1,234652590.0,0,0
13.99,0.3846153846153846,0.4828559719738655,1355770520.0,3,0,521450199.9999999,2,0
6.91,0.0625,0.3161727700156268,625740240.0,1,1,39108765.0,4,0
7.51,0.1578947368421052,0.2136189146777675,990755380.0,3,1,156435060.0,3,0
14.96,0.2318840579710145,0.2858602698086866,1799003190.0,2,0,417160160.0,1,1
6.91,0.2435897435897435,0.3169278095228684,1016827890.0,3,1,247688845.0,4,0
15.62,0.0444444444444444,0.2880606197838576,1173262950.0,3,0,52145020.0,4,0
9.91,0.3636363636363636,0.5148222595824189,860392830.0,1,1,312870120.0,0,0
11.78,0.4347826086956521,0.7322977962624916,1199335460.0,2,0,521450199.9999999,3,1
11.89,0.1625,0.2435167332023395,1042900400.0,2,1,169471315.0,3,0
5.99,0.0272727272727272,0.289649974491679,1433988050.0,2,1,39108765.0,4,0
16.82,0.1602564102564102,0.3905035983084524,1626924624.0,2,1,260725100.0,0,1
10.99,0.0806451612903225,0.257630835150467,1616495620.0,2,1,130362550.0,1,0
6.91,0.025,0.1768985126883291,2085800800.0,3,1,52145020.0,5,0
10.99,0.2333333333333333,0.4716406737754589,782175300.0,1,1,182507570.0,4,0
6.91,0.1785714285714285,0.3772610863682646,876036336.0,2,1,156435060.0,4,0
7.49,0.3064318431068963,0.4750333151676468,1616599910.04,2,1,495377689.9999999,5,1
15.23,0.0515151515151515,0.2024655553471344,860392830.0,2,0,44323267.0,2,0
10.25,0.1515151515151515,0.4253021856489759,860392830.0,2,1,130362550.0,3,0
10.99,0.2025462962962963,0.3532933748804501,450532972.8,2,0,91253785.0,4,1
13.48,0.4780759972102859,0.7481204202288773,1158896996.99,3,0,554040837.5,4,0
16.29,0.0533333333333333,0.2638041739082486,782175300.0,2,1,41716016.0,0,0
10.99,0.1590330788804071,0.4446200203493819,491831828.64,2,1,78217530.0,1,1
9.62,0.2,0.3935624347390928,651812750.0,2,1,130362550.0,0,0
13.61,0.1666666666666666,0.2685515116011326,1877220720.0,3,1,312870120.0,1,1
7.68,0.0375,0.2270491455564915,834320320.0,3,1,31287012.0,4,0
10.99,0.3870967741935484,0.6419073585132979,808247810.0,1,1,312870120.0,0,0
7.49,0.1138211382113821,0.2748623584050241,1282767492.0,3,1,146006056.0,5,0
8.94,0.6510416666666666,0.8511809633229869,600710630.4,1,1,391087650.0,2,0
7.51,0.2654632333421821,0.4670344685489047,1178581742.04,2,1,312870120.0,5,0
9.99,0.1825396825396825,0.4418694053008417,1642568130.0,3,1,299833865.0,1,0
14.79,0.1809523809523809,0.3526134141491006,1368806775.0,2,0,247688845.0,2,0
13.11,0.037037037037037,0.1930185780881113,844749324.0,2,0,31287012.0,5,0
13.23,0.045,0.1054341297517464,1042900400.0,2,0,46930518.0,4,0
10.99,0.1075268817204301,0.3224311376094176,2424743430.0,1,1,260725100.0,2,0
15.96,0.3013698630136986,0.3623457572979148,1903293230.0,3,0,573595220.0,3,0
13.11,0.0800045716898108,0.371264465868365,1824971409.96,2,1,146006056.0,3,0
12.84,0.26875,0.5634695412141437,1042900400.0,3,0,280279482.5,4,0
10.59,0.4794783275795934,0.5561210403763056,543768268.56,1,1,260725100.0,0,0
8.88,0.0714285714285714,0.1323754085769939,1314054504.0,3,1,93861036.0,2,0
9.62,0.0749850029994001,0.3229166239762848,521554490.04,2,1,39108765.0,3,0
11.03,0.232258064516129,0.5119138293614912,808247810.0,2,1,187722072.0,0,1
17.04,0.1568627450980392,0.3446210769399943,3324245025.0,3,0,521450199.9999999,5,1
7.49,0.1872340425531914,0.4187958744506966,1225407970.0,2,1,229438088.0,2,0
5.79,0.2619047619047619,0.5130026708083195,547522710.0,2,1,143398805.0,5,0
10.99,0.2,0.4073970278388527,1303625500.0,3,1,260725100.0,0,0
8.49,0.1833333333333333,0.2971725493911556,1251480480.0,2,1,229438088.0,5,0
5.99,0.4102564102564102,0.5577290039124666,1016827890.0,3,1,417160160.0,2,0
12.23,0.0610696346509107,0.242766734767876,1707723332.49,2,1,104290040.0,4,0
8.59,0.0888888888888888,0.2777946058460956,1173262950.0,3,1,104290040.0,3,0
7.66,0.0782967032967033,0.3667123532069594,1898078728.0,3,1,148613307.0,0,0
13.61,0.1883333333333333,0.3896769688208479,1564350600.0,2,0,294619363.0,0,0
11.49,0.225,0.3227196271874628,2085800800.0,2,1,469305180.0,0,0
13.06,0.0538461538461538,0.2674766902192584,2033655780.0,3,1,109504542.0,2,0
6.62,0.1266666666666666,0.2185545265839551,2346525900.0,3,1,297226614.0,0,0
13.98,0.1944444444444444,0.4424282130526606,938610360.0,2,0,182507570.0,5,1
11.99,0.09375,0.2946230784024807,500592191.9999999,2,1,46930518.0,4,0
13.61,0.1616666666666666,0.408675494651208,1564350600.0,2,0,252903347.0,4,0
13.79,0.1517786561264822,0.3742270943990033,3298172515.0,2,1,500592191.9999999,3,0
7.88,0.0814814814814814,0.1387512800576647,2111873310.0,3,1,172078566.0,2,0
15.62,0.05,0.2841055252697443,1564350600.0,2,1,78217530.0,4,0
18.67,0.205,0.4949921649798199,2607251000.0,3,1,534486454.9999999,2,0
13.67,0.1333333333333333,0.4269105117950967,2815831080.0,3,0,375444144.0,4,1
10.74,0.2588953797132236,0.3134573521837225,1178268871.92,3,1,305048367.0,0,0
12.84,0.2727272727272727,0.3554837726257665,1433988050.0,2,1,391087650.0,4,0
11.48,0.1764788931243823,0.4477492647934044,2216059059.96,0,1,391087650.0,3,0
14.96,0.1238095238095238,0.3588742585998888,2190090840.0,3,1,271154104.0,2,0
5.42,0.1555555555555555,0.2194189129802335,1173262950.0,1,1,182507570.0,4,0
15.95,0.16,0.2570843120910814,782175300.0,2,0,125148048.0,1,1
17.39,0.073469387755102,0.1740197546150753,6387764950.0,3,0,469305180.0,0,0
12.53,0.15625,0.3643881461052575,834320320.0,2,0,130362550.0,0,0
5.99,0.1558441558441558,0.2851278927762702,2007583270.0,3,1,312870120.0,2,0
14.65,0.1166666666666666,0.2645233247934055,1407915540.0,3,0,164256813.0,1,1
14.61,0.3540611517538923,0.5705785896645293,555970203.24,2,1,196847450.5,3,1
10.25,0.1386083719456655,0.2507714092076871,2633427800.04,3,1,365015140.0,3,0
8.9,0.3472222222222222,0.6168172249518723,1173262950.0,3,1,407382968.75,0,0
14.27,0.0964366652201167,0.1910783742152759,1622153354.67,3,0,156435060.0,5,0
15.99,0.1354166666666666,0.3507787289246736,1251480480.0,3,0,169471315.0,4,1
8.0,0.059371140875843,0.1302282236210566,1097861251.08,1,1,65181274.99999999,2,0
8.88,0.2123142250530785,0.453242381757967,2456030442.0,3,1,521450199.9999999,0,0
12.87,0.1860465116279069,0.3458052523792661,1121117930.0,2,0,208580080.0,5,0
8.49,0.25,0.3840093413177724,625740240.0,2,1,156435060.0,4,0
8.9,0.177734375,0.3952321296497381,1001184384.0,3,1,177944880.75,0,0
6.39,0.0744047619047619,0.1274423183880656,876036336.0,1,1,65181274.99999999,4,0
13.61,0.15,0.3580477017488961,1564350600.0,2,1,234652590.0,2,0
14.84,0.3478260869565217,0.5110061269788946,899501595.0,2,0,312870120.0,2,1
10.38,0.0428571428571428,0.2673452899643862,912537850.0,3,1,39108765.0,0,0
10.75,0.25002500250025,0.4466865449701778,1042796109.96,3,1,260725100.0,0,0
10.08,0.463143074158469,0.5572555380724951,1407368017.29,3,1,651812750.0,2,0
7.42,0.0571428571428571,0.2538238379255097,1825075700.0,1,1,104290040.0,0,0
10.37,0.0526315789473684,0.2284884093438566,2972266140.0,2,1,156435060.0,1,0
11.97,0.0824175824175824,0.2140476988729988,2372598410.0,3,0,195543825.0,3,0
13.72,0.217391304347826,0.4332703921880058,2398670920.0,2,0,521450199.9999999,0,0
7.74,0.0436363636363636,0.2582804245556781,2867976100.0,3,1,125148048.0,5,0
6.17,0.1166666666666666,0.2933048806434584,3128701200.0,3,1,365015140.0,3,1
15.33,0.1818181818181818,0.3178898591115194,1433988050.0,3,1,260725100.0,3,1
11.89,0.0857142857142857,0.3409547864605343,1825075700.0,2,1,156435060.0,3,0
10.99,0.1724137931034483,0.2384985022358655,2268308370.0,3,1,391087650.0,1,0
13.57,0.0753738543174143,0.161950232957405,2594319035.04,2,1,195543825.0,3,0
10.39,0.261437908496732,0.4992100790218309,1196728209.0,2,1,312870120.0,0,0
5.42,0.1034482758620689,0.3360015882699207,1512205580.0,3,1,156435060.0,1,0
12.99,0.0845,0.2044690299903853,2607251000.0,2,0,220312709.5,2,0
12.53,0.1048951048951049,0.4033690956830171,3728368930.0,2,1,391087650.0,1,0
10.99,0.0439130434782608,0.1826983480578858,1499169325.0,2,1,65833087.74999999,3,0
15.21,0.1875,0.3608141764877594,1251480480.0,3,0,234652590.0,5,1
9.99,0.1944444444444444,0.4566181641344849,938610360.0,2,1,182507570.0,2,0
9.63,0.1142857142857142,0.168000324529335,912537850.0,3,1,104290040.0,2,0
17.99,0.2542372881355932,0.4036050205456283,1538278090.0,3,1,391087650.0,3,1
9.88,0.1020491468691321,0.4005487750487022,1277448699.96,3,1,130362550.0,5,1
6.03,0.0651851851851851,0.1735433261470255,3519788850.0,3,1,229438088.0,1,0
10.62,0.2856182795698925,0.5213850059395784,775917897.5999999,2,1,221616335.0,3,0
15.95,0.4236111111111111,0.5131600643583845,938610360.0,2,0,397605777.5,5,1
12.18,0.173469387755102,0.3265345864805331,1277552990.0,1,1,221616335.0,1,0
14.5,0.0909642207398423,0.2857712872623377,2149678449.5,3,1,195543825.0,5,1
12.87,0.0472972972972973,0.3462664580990769,1929365740.0,2,0,91253785.0,2,0
6.03,0.1142857142857142,0.3644112963667539,1277552990.0,2,1,146006056.0,5,0
8.9,0.1794871794871795,0.4286998715556351,1016827890.0,2,1,182507570.0,0,1
7.51,0.02,0.1352043695453724,2346525900.0,3,1,46930518.0,1,0
5.42,0.2,0.495811415805274,938610360.0,3,1,187722072.0,0,0
7.51,0.10625,0.2522755300432953,2085800800.0,3,1,221616335.0,3,0
10.99,0.265625,0.485480758543471,375444144.0,2,1,99727350.75,5,1
5.79,0.0625,0.2916361676654285,1042900400.0,2,1,65181274.99999999,4,0
6.76,0.0628930817610062,0.1195412835307368,1658211636.0,1,1,104290040.0,4,0
8.94,0.219298245614035,0.404058395655457,891679842.0,2,1,195543825.0,0,0
6.62,0.1904761904761904,0.2488881494275781,1642568130.0,2,1,312870120.0,4,0
10.08,0.1041666666666666,0.2828010511359493,1251480480.0,1,1,130362550.0,2,0
14.35,0.1970680973222269,0.3117908904683349,2216059059.96,3,1,436714542.5,2,0
6.54,0.1904761904761904,0.2858772020164024,2737613550.0,3,1,521450199.9999999,5,0
10.65,0.1602564102564102,0.3179867576296706,1138847236.8,3,1,182507570.0,3,0
10.0,0.0352,0.2165966456076477,6518127500.0,3,1,229438088.0,2,0
11.12,0.0677966101694915,0.3569910812406937,3845695225.0,3,1,260725100.0,3,0
10.0,0.1285714285714285,0.261087940441815,1825075700.0,2,1,234652590.0,4,0
10.99,0.1061320754716981,0.3643773375338174,2210948848.0,2,1,234652590.0,4,0
12.87,0.1458333333333333,0.4310562218856915,3128701200.0,2,0,456268925.0,4,0
11.49,0.1388888888888889,0.3840924082744929,2815831080.0,3,1,391087650.0,1,1
7.29,0.177683013503909,0.4230176086318736,733680431.4,2,1,130362550.0,5,0
12.98,0.1959183673469387,0.2731687353258281,1916329485.0,2,0,375444144.0,1,0
11.12,0.0966728429871908,0.2365383673681163,1618190333.15,2,1,156435060.0,0,1
10.99,0.1833333333333333,0.2821083550687167,312870120.0,2,1,57359522.0,3,1
11.49,0.025,0.3003039700234908,3128701200.0,3,1,78217530.0,1,0
11.99,0.0606060606060606,0.1145117143227181,1720785660.0,3,1,104290040.0,0,0
7.49,0.23,0.4895955016624699,1042900400.0,2,1,239867092.0,0,0
7.66,0.2,0.3068468366664699,1042900400.0,1,1,208580080.0,4,0
13.11,0.16,0.2326434489218141,3259063750.0,3,1,521450199.9999999,3,0
6.76,0.0384,0.1866191534311073,3259063750.0,2,1,125148048.0,0,0
14.42,0.2539682539682539,0.5054124488870054,1642568130.0,2,0,417160160.0,4,1
12.99,0.1875,0.3697682216345078,834320320.0,2,1,156435060.0,5,0
11.49,0.0651041666666666,0.1960783118737263,2002368768.0,3,1,130362550.0,2,0
7.9,0.043103448275862,0.1382324677763213,3629293392.0,3,1,156435060.0,2,0
9.91,0.066,0.3061681837281902,2607251000.0,3,1,172078566.0,2,0
10.99,0.0930319099451111,0.3295413612025681,1121013639.96,2,1,104290040.0,2,0
11.99,0.2857142857142857,0.3390126377932742,912537850.0,3,1,260725100.0,1,0
10.99,0.0909090909090909,0.3646360309154945,1433988050.0,3,1,130362550.0,1,0
8.9,0.064516129032258,0.2454803813669625,1616495620.0,3,1,104290040.0,4,0
6.91,0.1733333333333333,0.3184263174158048,1955438250.0,2,1,338942630.0,3,0
13.48,0.0347826086956521,0.1395390645275168,2998338650.0,3,1,104290040.0,3,0
12.53,0.2941522532062595,0.5873173513774294,886361049.9599999,2,1,260725100.0,1,1
9.99,0.2436647173489278,0.4473899064695629,535007905.2,2,1,130362550.0,3,0
11.78,0.1785714285714285,0.2825463133877881,730030280.0,2,1,130362550.0,5,0
12.21,0.2,0.4699726504017114,1955438250.0,3,1,391087650.0,1,0
12.29,0.0833333333333333,0.2415752326719981,938610360.0,2,1,78217530.0,2,1
8.9,0.209090909090909,0.3550261737631113,1433988050.0,3,1,299833865.0,2,0
16.35,0.0753295668549905,0.296570216272602,2076675421.5,2,0,156435060.0,0,1
6.91,0.1412844036697247,0.2823864540885977,1420951795.0,3,1,200758327.0,2,0
11.49,0.2987012987012987,0.4975775216373385,2007583270.0,3,1,599667730.0,3,1
19.82,0.3061224489795918,0.5880791885672245,1277552990.0,3,0,391087650.0,5,1
14.11,0.2233804914370811,0.319944772495617,1750769046.5,3,0,391087650.0,5,1
10.37,0.3809523809523809,0.5613566264481743,1368806775.0,2,1,521450199.9999999,1,1
15.96,0.0977198697068403,0.1733307964381751,1600852114.0,2,1,156435060.0,4,0
12.42,0.1257142857142857,0.261096296054757,3650151400.0,1,1,458876176.0,2,0
15.96,0.05,0.2730145572258244,2607251000.0,3,1,130362550.0,0,0
14.35,0.1666666666666666,0.2404609824405505,1251480480.0,2,1,208580080.0,2,0
12.68,0.08130081300813,0.180641794614831,2565534984.0,3,1,208580080.0,2,0
14.27,0.02,0.0853632532301046,2607251000.0,1,0,52145020.0,4,0
11.71,0.2382389377719894,0.468909626417682,1641577374.62,2,1,391087650.0,2,1
16.77,0.1111111111111111,0.196952475007363,3754441440.0,3,0,417160160.0,2,0
8.9,0.1466666666666666,0.2226575471738849,1564350600.0,2,1,229438088.0,5,0
10.36,0.1666666666666666,0.4649936080919138,1564350600.0,3,1,260725100.0,2,0
14.22,0.3333333333333333,0.5812288168546837,1251480480.0,2,1,417160160.0,4,1
9.91,0.15,0.3069236897461452,1564350600.0,1,1,234652590.0,4,0
10.2,0.1704545454545454,0.3028161814949786,2294380880.0,3,1,391087650.0,2,1
6.76,0.0625,0.2841458566887463,1042900400.0,3,1,65181274.99999999,5,0
16.63,0.2893890675241157,0.5099748010587333,1621710122.0,3,1,469305180.0,0,0
